"ID","AREA","NAME","TYPE","SUMMARY","ADDRESS","TEL","PAYEX","SERVICETIME","TW97X","TW97Y","TOTALCAR","TOTALMOTOR","TOTALBIKE"
"050140","新莊區","鼎天餐飲店停車場","2","平面式臨時路外停車場","新北市新莊區中原路39號斜對面","89925353","小型車計時200元;","0~24時","296203.4","2771947","31","0",""
"130024","土城區","中央路加油站收費停車場","2","平面式建築附設停車空間","新北市土城區中央路3段83號B1","22681125","小型車月租5000元;","0~24時","294251.5","2762310.5","26","0",""
"050142","新莊區","中誠停車場","2","平面式臨時路外停車場","新北市新莊區中平路198巷31號對面","22316406","小型車計時50元;小型車月租5000元;","0~24時","295062.3","2771227","156","0",""
"030088","中和區","新喬福停車場","2","立體式建築附設停車空間","新北市中和區錦和路388號1F、B1","22426868","小型車計時20元;機車計次20元;","0~24時","299518.5","2764802","106","244",""
"050144","新莊區","台灣聯通昌隆停車場","2","平面式臨時路外停車場","新北市新莊區福壽街111之1 號旁空地","25235000","小型車計時60元;小型車月租5000元;","0~24時","296175.1","2771528","26","0",""
"020140","三重區","永佾停車場","2","平面式臨時路外停車場","新北市三重區元信二街與元信二街176巷口旁空地","0983320376","小型車計時30元;小型車月租6000元;","0~24時","299979.9","2774589","59","0",""
"060055","新店區","綠灣會館停車場","2","立體式建築附設停車空間","新北市新店區安祥路75號B1","2200-8299",";","8~22時","298915.5","2761700.5","65","0",""
"030125","中和區","皇品停車場","2","立體式建築附設停車空間","新北市中和區員山路589號B1","22528888","小型車月租4000元;機車月租300元;","0~24時","298281.1","2766915","39","39",""
"160022","泰山區","明志科技大學綜合大樓停收費車場","2","立體式多目標附建停車場","新北市泰山區工專路84號綜合大樓B2","29089899","小型車計時30元;小型車月租2000元;","0~24時","292620.1","2770360","25","0",""
"160023","泰山區","明志科技大學創新大樓收費停車場","2","立體式多目標附建停車場","新北市泰山區南泰路1號創新大樓B1","29089899","小型車計時30元;小型車月租2000元;","0~24時","292520.7","2770245","25","0",""
"090039","三峽區","和穎風和收費停車場","2","立體式建築附設停車空間","新北市三峽區國光街500、502號B1","86713953","小型車月租2500元;","0~24時","287426.7","2759071","11","0",""
"060098","新店區","成美收費停車場","2","立體式建築附設停車空間","新北市新店區安德街26巷1號B1","22125590","小型車計時30元;","0~24時","301735.7","2761784","77","0",""
"070043","樹林區","樹新路停車場","2","平面式臨時路外停車場","新北市樹林區樹新路163號旁空地","03-3323986","小型車計時40元;小型車月租3000元;","0~24時","293280.6","2765501","67","0",""
"040021","永和區","欣紘停車場","2","立體式建築附設停車空間","新北市永和區民權路39號B2","2945-5131","小型車月租3700元;","0~24時","302493.5","2765589","10","0",""
"100046","淡水區","淡水馬偕紀念醫院機車收費停車場","2","平面式臨時路外停車場","新北市淡水區民權路47號馬偕醫院對面","28094661#2063","機車計次30元;","0~24時","296452.9","2781419","0","79",""
"140043","蘆洲區","馥悅地下停車場","2","立體式建築附設停車空間","新北市蘆洲區民族路237號B1、B2","29737110","小型車月租5000元;","0~24時","298143.15458","2775832.2156","29","0",""
"010093","板橋區","東方富域停車場","2","立體式建築附設停車空間","新北市板橋區縣民大道二段78號B7及B8","2964-7323","小型車計時80元;小型車月租6000元;","0~24時","297019.5","2767491.5","184","0",""
"110071","汐止區","勤樸大臻收費停車場","2","立體式建築附設停車空間","新北市汐止區大同路1段497、499號B1、B2","26415226","小型車計時100元;機車計時50元;","0~24時","315056.3","2772823","140","140",""
"020055","三重區","久鑫停車場（一）","2","平面式臨時路外停車場","新北市三重區進安街與通華街口","29837475","小型車月租2500元;","0~24時","299982.5","2775333.5","13","0",""
"020056","三重區","久鑫停車場（二）","2","平面式臨時路外停車場","新北市三重區仁義街與通華街口處","29837475","小型車計時30元;小型車月租2500元;","0~24時","299938","2775301.5","13","0",""
"020003","三重區","過圳街停車場","2","平面式臨時路外停車場","三重區過圳街2~30號前空地","8983-6518,2786-7755","小型車計時20元;","0~24時","299273.400924","2772435.2728","88","0",""
"020150","三重區","重新橋下機車停車場","2","平面式臨時路外停車場","重新橋下","","機車免費;","0~24時","298983.76001","2771827.4439","0","0",""
"010038","板橋區","板橋環河(南雅西路環河平面停車場)","2","","館前西路160巷板城路口","",";","0~24時","295556","2767303.5","22","0",""
"010192","板橋區","台65高架橋下停車場","2","平面式臨時路外停車場","湳仔溝沿岸(橋墩編號P114、117、133、135、138、139)","","小型車計時20元;","07:00~20:00","295523.79184","2766929.0369","79","4",""
"010189","板橋區","浮洲橋下(機車區)","2","平面式臨時路外停車場","大觀路2段148巷口","","機車免費;","0~24時","294575.23508","2765711.0404","0","50",""
"010187","板橋區","光仁段機車場","2","平面式臨時路外停車場","板橋區中山段309巷內","",";","0~24時","298296.63751","298296.63751","0","50",""
"100048","淡水區","海關碼頭對面機車場","2","平面式臨時路外停車場","中正路與文化路口","","機車計時30元;","0~24時","293824.59735","2785106.3419","0","70",""
"010188","淡水區","淡水稽徵所旁機車場","2","平面式臨時路外停車場","淡水區中正路193號旁","","機車計次30元;","0~24時","293824.59735","2785106.3419","0","42",""
"060102","新店區","安民街機車場","2","","新店區安民街3巷5號對面","","機車免費;","0~24時","301935.50844","2761905.0428","0","100",""
"070046","樹林區","樹林後站自行車停車場","2","平面式臨時路外停車場","後站街","","機車免費;","0~24時","292747.35605","2764866.4979","0","50",""
"070047","樹林區","南樹林站旁機車場","2","平面式臨時路外停車場","樹林區中山路與東興街口","","機車免費;","0~24時","291272.80462","2763652.9793","0","72",""
"130074","土城區","土城榮家停車場","2","平面式臨時路外停車場","中央路4段410巷旁","","小型車計時20元;","0~24時","291589.29957","2760661.8636","104","0",""
"230020","八里區","停六停車場(八里)","2","平面式臨時路外停車場","八里區商港1路與商港9路口","","小型車免費;","0~24時","290658.91008","2782835.7379","50","0",""
"230021","八里區","停七停車場(八里)","2","平面式臨時路外停車場","商港六路與港區街口","","小型車免費;","0~24時","290079.89267","2782263.6799","50","0",""
"180007","深坑區","北深路捐贈停車場","2","","北深路3段157號旁","",";","07:00~20:00","310770.44331","2766297.4168","12","0",""
"010193","板橋區","龍安段110地號停車場","2","平面式臨時路外停車場","板橋區大觀路2段30巷","","小型車免費;","0~24時","294891.74894","2766063.7544","0","50",""
"020149","三重區","重新橋下活動中心周邊","2","平面式臨時路外停車場","重新路重新橋下","",";","0~24時","298309.7345","2771261.7945","58","0",""
"020151","三重區","停七機車停車場(三重)","2","平面式臨時路外停車場","捷運三重站後方","","機車免費;","0~24時","298778.22055","2771942.3482","0","583",""
"020152","三重區","中正南路橋下停車場","2","平面式臨時路外停車場","重新路與中正南路口","","機車免費;","0~24時","299765.10117","2772609.4035","0","30",""
"060103","新店區","秀朗橋下汽車場(新店)","2","平面式臨時路外停車場","秀朗橋下(新店)","",";","07:00~20:00","303675.17531","2764612.2259","24","0",""
"210008","三芝區","全聯三芝中興停車場","2","平面式臨時路外停車場","新北市三芝區中興街2 段71號旁空地","86353658","小型車計時30元;","0~24時","300230.85372","2794226.0087","23","0",""
"030070","中和區","環球購物中心停車場","1","立體式建築附設停車空間","新北市中和區中山路3段122號B1、B2、B3、5F、6F及頂樓","7731-7999#5100","小型車計時100元;機車計時30元;","0~24時","298012","2766529.5","1130","1152",""
"170058","林口區","展悅CEO豪辦總部收費停車場","2","立體式建築附設停車空間","新北市林口區文化三路2段451~457號B1","86018535","小型車計時20元;","7~22時","288457.11808","2775861.9199","36","0",""
"050054","新莊區","豐年國民小學學生活動中心地下室停車場","2","立體式多目標附建停車場","新北市新莊區瓊泰路116號B1","22017102*33","小型車月租3500元;小型車月租2500元;","0~24時","294775","2769314","23","0",""
"010207","三重區","臺北橋下機車停車場","2","","新北市三重區重新路1段3號前","",";","0~24時","300808.64357","2772990.0783","0","58",""
"030130","中和區","連城機車停車場(中和)","2","","新北市中和區連城路127巷48號","",";","0~24時","300206.59316","2765554.8663","0","15",""
"170061","林口區","樺山停車場","2","平面式臨時路外停車場","新北市林口區八德路48巷7號對面","0933866495","大型車月租1600元;","0~24時","287007.91712","2773196.7722","42","0",""
"140023","蘆洲區","台灣聯通徐匯廣場停車場","2","立體式建築附設停車空間","新北市蘆洲區中山一路6、8號(代表號)地下3至6層","2523-5000","小型車計時100元;小型車月租8000元;","0~24時","298464.4","2774785","127","0",""
"140045","蘆洲區","鷺江國中地下一樓收費停車場","2","平面式多目標附建停車場","新北市蘆洲區長樂路235號B1","82862517","小型車月租2000元;","0~24時","296607.09867","2775894.6654","8","0",""
"130028","土城區","良瑋土城停車場","2","平面式臨時路外停車場","新北市土城區中央路4段185巷46號旁","0800008508","小型車月租2500元;小型車計時20元;機車計次10元;","0~24時","292111","2760915.5","27","9",""
"170065","林口區","林口區台61線高架橋下停車場1","2","平面式臨時路外停車場","臺61線高架橋下橋墩PA17~13.5K","",";","0~24時","286718.84458","2780803.3697","0","0",""
"170066","林口區","林口區台61線高架橋下停車場2","2","","臺61線高架橋下橋墩15K~P86","",";","0~24時","285365.37984","2780185.6971","0","0",""
"050157","新莊區","熊寶貝停車場","2","平面式臨時路外停車場","新北市新莊區幸福東路118號旁","0939831888","小型車計時50元;小型車月租4000元;機車免費;","0~24時","296698.52498","2771374.4872","17","6",""
"020115","三重區","水岸長堤停車場","2","立體式建築附設停車空間","新北市三重區河邊北街168號B1~B3","29782178","小型車計時50元;","6~24時","300735.5","2773999","30","0",""
"060105","新店區","寶高停車場","2","平面式臨時路外停車場","新北市新店區寶高路102巷內","29213999","小型車計時30元;小型車月租4000元;","0~24時","305898.44915","2763087.1138","260","0",""
"170064","林口區","力璞玉社區停車場","2","立體式建築附設停車空間","新北市林口區文化三路1段249巷26~40號B1","26068501","小型車月租3000元;","0~24時","286612.85616","2773792.6192","21","0",""
"110014","汐止區","忠厚市場地下停車場","2","立體式多目標附建停車場","新北市汐止區樟樹一路137巷26號B1","2643-7872","小型車計時20元;小型車月租3500元;重型機車計時20元;重型機車月租1500元;","0~24時","314658.5","2773238.5","73","0",""
"170067","林口區","台61線高架橋下停車場3","2","","林口區台1線高架橋下橋墩PB~1015.6K","",";","0~24時","284924.09483","2780000.2428","0","0",""
"060113","新店區","北新停車場(萬應科技)","2","立體式建築附設停車空間","新北市新店區北新路1段136號B2","0919218244","小型車月租2500元;","0~24時","304797.83516","2762605.2643","50","0",""
"060015","新店區","文山國民中學停車場","2","立體式多目標附建停車場","新北市新店區文中路38號綜合大樓1、2樓","2913-4300#639","小型車月租2000元;","18~7時","304434","2761084","40","0",""
"030134","中和區","秀山國小收費停車場","2","平面式多目標附建停車場","新北市中和區立人街2號","29434353","小型車計時20元;小型車月租2000元;","6~24時","302523.10746","2765423.9947","97","0",""
"010212","板橋區","板新停車場(永權)","2","平面式臨時路外停車場","新北市板橋區觀光街33巷19號對面","22316406","小型車計時50元;小型車月租6000元;","0~24時","297534","2767608","72","0",""
"020160","三重區","仁信停車場","2","平面式臨時路外停車場","新北市三重區元信二街與元信ㄧ街交叉口","89852110","小型車月租2500元;","0~24時","299902.71032","2774542.6792","75","0",""
"110067","汐止區","汐止一站停車場","2","立體式建築附設停車空間","新北市汐止區大同路2段125、127、129、131、133、135、137、139、141、143、145、147、149、151、153、155、157、159、161、163、165、167號B1","0975024268","小型車計時60元;小型車月租7000元;","0~24時","315643.6","2773066","81","0",""
"020161","三重區","後港仔停車場","2","平面式臨時路外停車場","新北市三重區三陽路134號旁","0933200887","小型車計時20元;小型車月租2500元;","0~24時","298548.57186","2772368.7562","38","0",""
"110076","汐止區","永隆停車場","2","平面式臨時路外停車場","新北市汐止區福德二路125巷6弄2號旁","0932010346","小型車月租2500元;","0~24時","313659.40083","2773105.7921","135","0",""
"170037","林口區","圓舞曲社區停車場","2","立體式建築附設停車空間","新北市林口區文化北路1段299巷16號B1、B2","26068056","小型車月租5000元;機車月租500元;","9~17時","286272.3","2773955","23","23",""
"150023","五股區","臻美大廈停車場","2","立體式建築附設停車空間","新北市五股區新五路2段371號B1","22935887","小型車月租1500元;機車月租100元;","0~24時","294788.5","2775649","27","27",""
"060051","新店區","行遍天下地下室停車場","2","立體式建築附設停車空間","新北市新店區中興路3段3號B2","55900818#203","小型車計時30元;小型車月租4500元;","0~24時","305137.5","2763353","185","0",""
"030135","中和區","華中二平面路外停車場","2","平面式臨時路外停車場","新北市中和區中原二街115號旁","32341729","小型車計時20元;小型車月租2500元;","0~24時","299094.63007","2767170.1189","162","0",""
"040063","永和區","啟源停車場","2","立體式建築附設停車空間","新北市永和區成功路1段78號B5","27919939","小型車月租4000元;","0~24時","303170.37485","2766257.5749","1","0",""
"060108","新店區","北新官邸地下停車場","2","立體式建築附設停車空間","新北市新店區北新路1段128號B1、B2","89145540","小型車計時40元;小型車月租4200元;小型車月租3200元;小型車月租1800元;機車計次20元;機車月租300元;","0~24時","304774.79826","2762584.0158","27","27",""
"060064","新店區","新店高中運動中心停車場","2","立體式建築附設停車空間","新北市新店區中央路93號B1","2219-2878",";","0~24時","304730.205","2762885.284","20","0",""
"010183","板橋區","板橋凱撒大飯店停車場","2","立體式建築附設停車空間","新北市板橋區縣民大道2段8號B1~B5","89515090","小型車計時40元;小型車月租5000元;機車計次30元;","0~24時","296667.50089","2767103.2485","688","719",""
"030076","中和區","華隆停車場","1","平面式臨時路外停車場","新北市中和區中山路2段355號","8221-2852","小型車計時30元;小型車月租3000元;","0~24時","299382","2766064.5","234","0",""
"130080","土城區","中正停車場","2","平面式臨時路外停車場","新北市土城區中正路56巷15號對面","0988755343","小型車月租2500元;","0~24時","294835.64781","2763035.699","38","0",""
"110033","汐止區","明峰停車場","2","平面式臨時路外停車場","新北市汐止區明峰街70號之1旁","86934772","小型車計時20元;小型車月租2000元;","0~24時","313764.5","2773841.5","76","0",""
"100052","淡水區","全聯淡水中山停車場","2","平面式建築附設停車空間","新北市淡水區中山北路2段102號","26265116","小型車計時40元;小型車計時60元;","0~24時","294813.0219","2786274.0706","9","0",""
"040018","永和區","比漾廣場停車場","2","立體式建築附設停車空間","新北市永和區中山路1段238號B5","8231-5555#2231","小型車計時50元;","平日週一至週四及例假日11時~21時30分；週五、週六及例假日前1日11時~22時","301239.5","2766743","294","0",""
"050167","新莊區","民安平面停車場","2","平面式臨時路外停車場","新北市新莊區中正路721巷與福營路交叉口","29022387","小型車計時20元;小型車月租4000元;","0~24時","292843.47386","2768987.0351","261","0",""
"030138","中和區","牧源停車場","2","平面式臨時路外停車場","新北市中和區工專路臨38號旁","0939199097","小型車計時60元;小型車月租5000元;","0~24時","301218.37599","2763720.1212","88","0",""
"060068","新店區","新店溪萊茵停車場","1","平面式臨時路外停車場","新北市新店區中安大橋下萊茵區高灘地","22120394","小型車計時20元;小型車月租4000元;","0~24時","302744.8","2763805","163","0",""
"060047","新店區","新店溪親情公園1區停車場","1","平面式臨時路外停車場","新北市新店區親情河濱公園高灘地","86655033","小型車計時20元;小型車月租4000元;機車免費;","0~24時","304112.5","2762073.5","123","50",""
"060085","新店區","新店溪親情公園2區停車場","1","平面式臨時路外停車場","新北市新店區環河路100號對面親情公園下方停車場","86655033","小型車計時20元;小型車月租4000元;機車免費機車免費;","0~24時","304043.2","2762060","117","46",""
"060021","新店區","新店溪陽光運動公園停車場","1","平面式臨時路外停車場","新北市新店區陽光橋下陽光運動公園區高灘地","22120394","小型車計時20元;小型車月租4000元;機車免費;","0~24時","302344","2763306","227","196",""
"040014","永和區","新店溪綠寶石停車場","1","平面式臨時路外停車場","新北市永和區中正橋下綠寶石區高灘地","29207544","小型車計時20元;小型車月租4000元;機車免費;","0~24時","301928.5","2768064","787","318",""
"140051","蘆洲區","助安168徐匯商旅停車場","2","立體式建築附設停車空間","新北市蘆洲區集賢路409號B1~B3","27546661","小型車計時60元;小型車月租8000元;機車計時20元;機車月租600元;","0~24時","298452.00309","2774843.164","34","0",""
"090037","三峽區","鼎冠小吃店停車場","2","平面式建築附設停車空間","新北市三峽區大學路86-3號","87917999","小型車計時200元;","10時至隔日凌晨2時","287960.8","2759441","6","0",""
"060119","新店區","美河市C棟商場機車停車場","2","立體式建築附設停車空間","新北市新店區中央路157號地下1層機車區","82280188","機車計時30元;機車月租800元;","0~24時","303460.28471","2762843.1124","0","708",""
"060075","新店區","Top大樓地下室停車場","2","立體式建築附設停車空間","新北市新店區寶橋路188號B1、B2","29101479","小型車計時30元;小型車月租4500元;","0~24時","305566.3","2763453","149","0",""
"040037","永和區","新店溪綠光河岸停車場","1","平面式臨時路外停車場","新北市永和區中正橋下綠光河岸區高灘地","29216580","小型車計時20元;小型車月租4000元;機車免費;","0~24時","302098","2767965","442","139",""
"010217","板橋區","新店溪華翠停車場","1","平面式臨時路外停車場","新北市板橋區江子翠水門進入後右轉至光復水門間堤外高灘地","29620020","大型車計時40元;大型車月租8000元;小型車計時20元;小型車月租4000元;機車免費;","0~24時","299119.17256","2767980.6822","164","85",""
"010034","板橋區","新店溪華江停車場","1","平面式臨時路外停車場","新北市板橋區江子翠水門進入後左轉至華江橋間堤外高灘地","29620020","小型車計時20元;大型車計時40元;小型車月租4000元;大型車月租8000元;機車免費;","0~24時","298625","2769710.5","355","278",""
"100026","淡水區","家福淡新店停車場","2","立體式建築附設停車空間","新北市淡水區中山北路2段383號B1、B2","8631-8880","小型車計時30元;機車計時10元;","0~24時","294688","2786514","292","299",""
"010218","板橋區","ㄧ0九停車場","2","平面式臨時路外停車場","新北市板橋區金門街109巷底","0930656906","小型車月租1800元;","0~24時","293840.41116","2764908.0577","43","0",""
"040036","永和區","新店溪福和橋停車場","1","平面式臨時路外停車場","新北市永和區福和水門正對面堤外停車場","02-8921-2104","小型車計時20元;小型車月租4000元;機車免費;","0~24時","303329.3","2766464","277","243",""
"040066","永和區","新店溪長堤停車場","1","平面式臨時路外停車場","新北市永和區民樂街31巷17弄對面堤外高灘地","89212104","小型車計時20元;小型車月租4000元;機車免費;","0~24時","303416.83373","2766112.766","95","48",""
"030049","中和區","中和停車場","2","平面式臨時路外停車場","新北市中和區中和路230巷1號對面","2248-7004","小型車計時40元;小型車月租4000元;","0~24時","301133","2765800","25","0",""
"030141","中和區","華中三臨時平面停車場","2","平面式臨時路外停車場","新北市中和區中原二街71號正對面","32341729","小型車計時40元;小型車月租4000元;","0~24時","299198.15","2767096.61","91","0",""
"140027","三重區","家福蘆洲店停車場","2","立體式建築附設停車空間","新北市三重區五華街282號5樓、6樓、頂樓","8287-9000","小型車計時40元;","0~24時","299100.4","2775602","150","0",""
"070053","樹林區","樹林山佳平面停車場","2","平面式臨時路外停車場","新北市樹林區佳園路1段92號","23084476","小型車計時30元;小型車月租3500元;","0~24時","289723.94","2762419.25","51","0",""
"050171","新莊區","丹鳳國小收費停車場","2","平面式多目標附建停車場","新北市新莊區新北大道7段437號","29035355","小型車月租1500元;","每日非上班時段18時至隔日7時以前，遇國定例假日可停放至次ㄧ上班日之7時以前","291754.4","2768540.16","16","0",""
"170075","林口區","全聯林口忠孝停車場","2","平面式建築附設停車空間","新北市林口區忠孝路32、36號","2608-9172","小型車計時50元;","0~24時","286751.93","2774183.44","6","0",""
"060123","新店區","新店國小收費停車場","2","平面式多目標附建停車場","新北市新店區新店路2號","29103483","小型車月租1500元;","0~24時","304566.18","2760684.87","14","0",""
"010220","板橋區","大觀國小收費停車場","2","立體式多目標附建停車場","新北市板橋區大觀路1段30號","29603373","小型車月租2000元;","18時至隔日6時","295403.28","2766929.08","27","0",""
"020179","三重區","博客停車場開發股份有限公司藏壽司集賢場","2","平面式建築附設停車空間","新北市三重區集賢路99號","29488889","小型車計時60元;小型車月租4000元;","0~24時","299495","2775757","9","0",""
"160007","泰山區","舞動陽光泰山體育園區停車場","2","立體式多目標附建停車場","泰山區公園路54號B1","22969000","小型車計時20元;小型車月租2500元;","0~24時","293040","2771986","64","0",""
"100034","淡水區","淡水國民運動中心地下停車場","2","立體式建築附設停車空間","新北市淡水區中山北路2段381巷2號B2","26261891","小型車計時20元;小型車月租4000元;機車免費;","0~24時","294597.9","2786512","63","97",""
"140055","蘆洲區","御寬庭收費停車場","2","立體式建築附設停車空間","新北市蘆洲區和平路146~152號B1、B2","82852333","小型車計時40元;小型車月租4000元;小型車月租3800元;","0~24時","297079.9","2774829.5","51","0",""
"140056","蘆洲區","Times蘆洲水湳街停車場","2","平面式臨時路外停車場","新北市蘆洲區水湳街257號旁","0800888924","小型車計時80元;小型車月租8000元;","0~24時","297337.8","2776076.6","45","0",""
"170076","林口區","長耀挹品停車場","2","立體式建築附設停車空間","新北市林口區文化三路2段61號B、B2","23914032","小型車計時80元;小型車月租8000元;","0~24時","287702.3","2774665.5","49","0",""
"050134","新莊區","傳峰停車場","2","立體式建築附設停車空間","新北市新莊區瓊泰路188號B2、B3","22013288","小型車計時100元;小型車計時2000元;小型車月租8000元;","9~17時","294714.7","2769576","30","0",""
"110078","汐止區","好市多汐止店停車場","2","立體式建築附設停車空間","新北市汐止區大同路1段158號","(02)4499909","小型車計時100元;","0~24時","313930.23","2772108.58","643","0",""
"100039","淡水區","叭叭房淡江複合學舍停車場","2","立體式建築附設停車空間","新北市淡水區北新路182巷16-58號B3","25282826","小型車計時100元;小型車月租10000元;","0~24時","295199.3","2785529","88","0",""
"130090","土城區","寶磊收費停車場","2","立體式建築附設停車空間","新北市土城區承天路35號B1、B2","22670533","小型車月租6000元;機車免費;","0~24時","294187","2761956.6","60","60",""
"170077","林口區","永雄御花園停車場","2","立體式建築附設停車空間","新北市林口區南勢六街246~252號B1","26085037","小型車計時80元;","0~24時","285914.7","2774112","19","0",""
"030144","中和區","Times中和中正路停車場","2","平面式臨時路外停車場","新北市中和區中正路161巷14號旁","0800888924","小型車計時80元;小型車月租8000元;","0~24時","300340.2","2765125.7","10","0",""
"070056","樹林區","Times樹林鎮前街停車場","2","平面式臨時路外停車場","新北市樹林區鎮前街287號旁","0800888924","小型車計時80元;小型車月租8000元;","0~24時","292201.1","2764171.7","9","0",""
"170078","林口區","新北市林口國民運動中心停車場","2","立體式多目標附建停車場","新北市林口區文化二路2段299號B1、B2","26029092","小型車計時20元;機車免費;","0~24時","288399.1","2775373","82","66",""
"060063","新店區","新店區中國城停車場","2","平面式臨時路外停車場","新北市新店區富貴街9巷及如意街交叉口","2945-5131","小型車月租2000元;","0~24時","300136","2760015","32","0",""
"100057","淡水區","水源臨時停車場","2","平面式臨時路外停車場","新北市淡水區水源街1段103號前","0988059165","小型車計時40元;","0~24時","294985","2784946","21","0",""
"110079","汐止區","白雲國小收費停車場","2","立體式多目標附建停車場","新北市汐止區民權街2段90號1F、B1","26403909","小型車月租2000元;身障車月租1000元;","下午18時至隔日早上7時","312448","2771206","47","0",""
"170079","林口區","博客停車場開發股份有限公司寶雅林口場","2","平面式建築附設停車空間","新北市林口區育林街2、6號","29488889","小型車計時50元;","0~24時","288865.2","2774220.5","11","0",""
